y	x1	x2
5.0	3.47886	3.40586
4.0	4.01831	4.01638
4.0	3.53075	3.51727
5.0	4.06722	4.07136
5.0	4.14501	4.1354
4.0	4.12552	4.16751
4.0	4.32994	4.33447
4.0	3.87212	3.86804
4.0	3.46773	3.48977
3.0	2.79291	2.79719
5.0	4.58077	4.55498
5.0	4.46369	4.45382
2.0	3.53257	3.51783
2.0	3.04842	3.10755
4.0	4.15493	4.14089
3.0	3.42554	3.48864
2.0	3.59792	3.6176
4.0	4.16093	4.16967
3.0	3.91945	3.94865
3.0	3.63845	3.65633
3.0	3.54054	3.59788
4.0	3.92955	3.93867
3.0	3.81097	3.76108
5.0	4.72792	4.70309
3.0	3.60263	3.66622
4.0	3.1618	3.18181
3.0	3.71659	3.71562
4.0	4.03181	4.02564
4.0	3.06992	3.08036
3.0	3.09388	3.06077
4.0	3.49105	3.52809
3.0	3.68214	3.67293
5.0	4.2683	4.27891
4.0	3.70234	3.68792
3.0	2.29313	2.25907
4.0	4.06044	4.07722
3.0	3.37761	3.36235
3.0	3.91147	3.91178
4.0	3.76248	3.76705
5.0	4.39173	4.40022
3.0	2.47419	2.47293
3.0	2.78073	2.7883
4.0	4.12734	4.14121
3.0	3.2533	3.24257
3.0	3.13033	3.14758
4.0	4.06929	4.07331
5.0	4.08857	4.12006
3.0	3.50442	3.48694
4.0	3.94282	4.031
2.0	3.11312	3.10618
3.0	4.05925	4.06481
5.0	4.07926	4.05758
4.0	4.51054	4.50208
5.0	4.01975	4.01782
3.0	3.55083	3.5977
3.0	3.0068	3.01356
4.0	3.76257	3.73141
5.0	3.81098	3.79032
3.0	3.85275	3.80608
3.0	2.67339	2.71624
3.0	3.30635	3.33522
4.0	3.70968	3.71165
4.0	3.9583	3.93038
4.0	3.5646	3.55627
4.0	3.81915	3.83297
4.0	3.73478	3.74185
5.0	3.87562	3.87388
4.0	3.85852	3.81543
3.0	2.56172	2.56546
3.0	3.13904	3.14388
5.0	3.59831	3.55862
5.0	3.75968	3.72443
4.0	3.98238	3.99993
5.0	3.74341	3.75426
3.0	3.24533	3.25426
4.0	4.61137	4.59408
3.0	2.96101	2.97377
3.0	4.04664	4.05889
4.0	3.91457	3.85925
3.0	3.57316	3.5818
3.0	3.49989	3.50565
5.0	4.70613	4.65098
4.0	4.16695	4.17191
3.0	3.08346	3.14668
4.0	3.91732	3.87909
5.0	4.01105	4.04923
4.0	3.34522	3.35022
4.0	3.97883	3.98163
4.0	3.77742	3.78085
3.0	3.36734	3.33001
3.0	4.09923	4.12017
5.0	3.49351	3.50564
3.0	2.93246	2.93639
5.0	4.28922	4.29605
4.0	3.46537	3.47234
4.0	3.90254	3.92653
4.0	3.89678	3.92228
4.0	4.04385	4.03067
4.0	3.50045	3.48635
4.0	4.20958	4.23346
3.0	3.23858	3.25408
3.0	3.37827	3.39565
4.0	4.03185	4.04411
2.0	2.69683	2.68099
1.0	2.05124	2.05981
5.0	4.25781	4.27204
4.0	3.92726	3.92032
2.0	3.58921	3.61072
3.0	3.26698	3.28711
4.0	3.55472	3.53963
5.0	3.64663	3.62148
4.0	3.2342	3.21441
4.0	4.39669	4.40164
4.0	4.13631	4.11872
3.0	3.30831	3.30278
5.0	4.29533	4.24682
5.0	4.28578	4.2799
5.0	3.46818	3.4955
4.0	3.86344	3.83801
4.0	4.0412	4.00322
1.0	2.62487	2.60826
4.0	3.60098	3.64032
3.0	3.42484	3.45343
5.0	3.55816	3.55792
4.0	3.34763	3.33272
3.0	3.06827	3.06398
3.0	3.58213	3.58737
4.0	4.09563	4.11726
4.0	4.24873	4.23043
3.0	3.59512	3.59298
3.0	3.75755	3.73428
4.0	3.37657	3.38145
4.0	2.77922	2.7772
3.0	3.16865	3.19988
4.0	4.3458	4.31956
3.0	3.22632	3.21135
3.0	3.69175	3.70415
4.0	3.27337	3.28531
5.0	3.64405	3.60789
3.0	3.08419	3.0837
4.0	4.07496	4.06113
4.0	4.46599	4.47502
3.0	3.46573	3.45811
5.0	4.55523	4.55641
5.0	3.81966	3.90445
5.0	4.5319	4.5313
4.0	3.6932	3.70876
4.0	3.86954	3.84695
4.0	3.83353	3.82615
4.0	3.53129	3.53698
3.0	3.87753	3.8868
4.0	3.76245	3.72408
4.0	3.71611	3.72583
2.0	2.44893	2.45171
4.0	4.07229	4.06289
4.0	4.15438	4.18084
4.0	3.8333	3.87955
3.0	3.10967	3.17308
4.0	4.13039	4.14391
3.0	3.06871	3.04907
4.0	4.14854	4.15503
4.0	3.69651	3.64877
4.0	3.43295	3.42038
4.0	3.58559	3.57394
2.0	2.93968	2.89366
1.0	2.37798	2.37471
5.0	4.23565	4.25114
2.0	3.08615	3.10762
3.0	3.79587	3.7814
4.0	3.43098	3.39499
2.0	3.94663	3.94339
3.0	3.12845	3.1795
3.0	2.78225	2.77057
3.0	3.54611	3.5422
4.0	3.9908	3.98146
4.0	3.91081	3.95808
3.0	3.30816	3.32143
4.0	3.825	3.82086
4.0	4.1939	4.18541
4.0	3.92817	3.93075
3.0	3.34263	3.42226
4.0	3.88823	3.90734
4.0	3.68474	3.64393
3.0	2.81175	2.81075
4.0	4.77899	4.72684
4.0	4.1856	4.18874
4.0	3.75357	3.76111
4.0	3.7065	3.6946
4.0	3.54635	3.54459
3.0	3.61818	3.61204
3.0	3.2501	3.25435
3.0	4.09317	4.08992
4.0	3.90271	3.91667
5.0	4.16615	4.19221
2.0	2.17889	2.171
4.0	3.97627	3.99452
3.0	3.36228	3.35107
4.0	3.87039	3.84562
4.0	3.81415	3.79484
4.0	4.1244	4.13807
3.0	4.01644	4.01212
4.0	3.98904	3.99159
3.0	3.34727	3.30665
4.0	3.74391	3.75333
4.0	3.67819	3.68787
4.0	4.28396	4.29471
5.0	4.20245	4.20221
1.0	3.09913	3.10479
2.0	3.25897	3.25248
4.0	3.87538	3.88177
3.0	3.60241	3.5688
3.0	3.5369	3.56107
4.0	3.49187	3.50584
4.0	4.01681	4.01849
3.0	3.29078	3.25285
5.0	4.39621	4.38254
4.0	3.43848	3.43729
3.0	3.11789	3.11874
4.0	3.87408	3.86613
4.0	3.42623	3.41309
2.0	3.61851	3.63216
2.0	3.16053	3.11518
4.0	3.23325	3.16825
2.0	2.2986	2.29296
4.0	3.47633	3.47596
3.0	3.44624	3.43911
4.0	3.70417	3.70635
4.0	3.67489	3.65568
3.0	3.75372	3.7252
3.0	2.892	2.89535
4.0	3.46556	3.46358
4.0	4.66229	4.6532
3.0	3.50111	3.53908
4.0	4.30231	4.28549
3.0	3.88	3.88896
5.0	4.51314	4.48408
3.0	3.17385	3.1279
4.0	3.80812	3.78296
4.0	3.71348	3.69672
4.0	3.14713	3.13262
3.0	3.2272	3.2571
4.0	3.8832	3.91285
4.0	4.20978	4.22236
4.0	3.86091	3.84691
3.0	3.55482	3.56053
4.0	3.58377	3.57362
3.0	3.62476	3.60575
4.0	3.92085	3.94309
4.0	3.85077	3.8282
3.0	3.35275	3.34912
3.0	3.5066	3.48476
2.0	3.75819	3.76541
4.0	3.40839	3.4294
3.0	3.08126	3.07263
3.0	3.64833	3.62873
4.0	3.95948	3.96738
3.0	2.75863	2.7909
5.0	4.26821	4.25103
5.0	4.14327	4.12254
4.0	3.9274	3.94174
3.0	3.92972	3.95592
5.0	3.7614	3.75869
2.0	3.20875	3.21707
3.0	2.86917	2.86381
3.0	3.25098	3.23133
3.0	3.55399	3.55107
4.0	4.22801	4.24843
4.0	3.70497	3.70002
4.0	3.67313	3.67343
4.0	3.935	3.95476
3.0	3.85028	3.86879
4.0	3.18606	3.19026
5.0	4.13697	4.12169
5.0	3.56343	3.56886
4.0	4.35712	4.39153
3.0	3.14128	3.13619
3.0	3.44477	3.43464
4.0	3.53087	3.52756
4.0	3.42755	3.44519
3.0	3.81884	3.83145
4.0	3.81025	3.79855
4.0	3.45489	3.44354
4.0	3.93843	3.9056
4.0	3.81282	3.79927
3.0	3.67539	3.69788
5.0	3.42376	3.39548
4.0	3.51906	3.50322
4.0	4.25784	4.24678
3.0	3.87791	3.84906
4.0	3.84762	3.85781
5.0	4.15065	4.14144
4.0	2.99989	3.02475
4.0	3.21962	3.22019
4.0	3.6855	3.68115
4.0	3.89876	3.89024
5.0	4.15731	4.17124
4.0	3.869	3.92403
4.0	4.09531	4.09482
5.0	3.62115	3.60222
2.0	2.53625	2.52357
4.0	4.36492	4.34835
4.0	3.70696	3.66042
4.0	3.52767	3.57297
5.0	4.33051	4.30635
3.0	3.37263	3.36215
3.0	3.38669	3.38481
4.0	3.9313	3.95962
3.0	3.74485	3.77261
5.0	4.36401	4.39584
2.0	3.78237	3.69421
5.0	4.09894	4.09837
4.0	3.81242	3.82028
2.0	3.33665	3.35462
4.0	3.11559	3.1187
3.0	3.5252	3.49305
4.0	4.26491	4.24452
5.0	4.26682	4.25243
4.0	3.35567	3.34441
3.0	3.78698	3.78666
3.0	3.28337	3.25312
4.0	4.03771	4.05144
5.0	4.1395	4.1448
3.0	3.50693	3.50185
3.0	3.4465	3.44201
3.0	3.68937	3.70004
5.0	4.3299	4.30396
3.0	3.59241	3.51529
4.0	3.99102	3.99884
4.0	3.86297	3.82948
2.0	3.53903	3.51473
4.0	4.04506	4.07604
4.0	4.34508	4.29971
4.0	3.17292	3.1952
4.0	3.59962	3.60237
4.0	3.39263	3.35842
4.0	3.51931	3.48472
3.0	3.76356	3.76444
4.0	3.92058	3.9226
4.0	3.98202	3.98511
4.0	3.63468	3.62046
3.0	2.87859	2.87892
5.0	4.04578	4.0218
4.0	4.14504	4.16317
3.0	4.4995	4.44946
3.0	2.53734	2.5255
4.0	3.90784	3.90897
4.0	4.14606	4.14967
4.0	4.77549	4.77494
3.0	3.63314	3.63756
3.0	3.30804	3.31162
5.0	3.93564	3.96305
3.0	3.85642	3.86888
3.0	3.37698	3.35568
4.0	3.6176	3.62268
3.0	3.71219	3.716
3.0	3.70221	3.67957
3.0	3.12671	3.10265
4.0	3.90606	3.89187
3.0	3.81104	3.81596
4.0	3.77106	3.78519
4.0	3.81393	3.81207
3.0	3.04165	3.03398
5.0	3.78652	3.77484
5.0	4.16705	4.17248
4.0	4.08139	4.09285
3.0	3.67025	3.65208
4.0	3.88158	3.89821
4.0	4.20847	4.20348
3.0	3.61835	3.62629
4.0	3.90943	3.9103
4.0	3.41318	3.35717
4.0	4.0665	4.06476
4.0	4.18115	4.20724
3.0	3.74546	3.74128
4.0	3.40901	3.40776
4.0	4.71336	4.72044
3.0	2.94036	2.95856
3.0	3.54357	3.55684
1.0	2.5922	2.58339
4.0	3.27564	3.26582
4.0	3.9974	3.93806
3.0	3.4019	3.38335
4.0	4.19002	4.16616
4.0	3.94284	3.93879
3.0	3.46422	3.48202
1.0	3.24271	3.19135
4.0	3.73691	3.69799
4.0	3.89592	3.90769
5.0	4.09449	4.08574
3.0	2.81287	2.85431
4.0	3.76986	3.76931
5.0	4.10361	4.09671
4.0	3.43159	3.4464
2.0	2.45254	2.45417
5.0	4.25494	4.27322
4.0	3.69158	3.68884
4.0	3.89563	3.86893
4.0	4.29215	4.27832
4.0	3.66202	3.68425
4.0	3.97012	3.96518
4.0	3.94572	3.95469
4.0	3.59721	3.62234
4.0	3.81848	3.84462
4.0	4.31879	4.31543
4.0	3.35261	3.34133
2.0	4.34259	4.31735
4.0	3.76559	3.81534
4.0	4.09736	4.1096
4.0	3.82227	3.80619
4.0	3.93155	3.93527
4.0	4.32943	4.3303
3.0	3.51069	3.51171
5.0	4.50517	4.53701
2.0	3.16765	3.18474
4.0	3.87885	3.88933
5.0	3.7319	3.74107
5.0	4.77294	4.76747
3.0	3.41263	3.42996
3.0	2.32555	2.3279
2.0	3.32191	3.30529
3.0	3.13274	3.12843
4.0	3.84431	3.78324
3.0	2.88635	2.91439
3.0	3.08337	3.10447
3.0	3.57238	3.57823
3.0	2.712	2.72329
4.0	3.14138	3.16224
4.0	3.75277	3.75562
4.0	3.72922	3.70184
4.0	3.82482	3.82176
4.0	3.70501	3.70855
3.0	3.61225	3.62371
2.0	3.49336	3.48672
4.0	4.27674	4.2691
3.0	3.01448	3.04724
5.0	4.10769	4.08418
4.0	4.07747	4.07531
3.0	3.36959	3.36478
4.0	4.1573	4.14533
4.0	3.96142	3.94287
4.0	3.48267	3.47943
4.0	3.86707	3.84863
3.0	3.45975	3.46652
4.0	3.39973	3.34666
3.0	3.48794	3.50375
3.0	3.09934	3.12084
4.0	3.64994	3.60237
3.0	3.65649	3.64365
3.0	3.82926	3.85757
4.0	3.91163	3.89148
4.0	3.61299	3.62973
3.0	3.26874	3.28547
4.0	4.07072	4.08134
4.0	3.87027	3.87966
4.0	3.97866	3.97641
5.0	3.83022	3.82531
3.0	3.8285	3.84506
3.0	3.64204	3.63124
4.0	3.29801	3.27462
4.0	3.37827	3.38606
4.0	3.8976	3.89029
3.0	3.14902	3.14423
3.0	3.07915	3.05751
3.0	3.47699	3.51953
4.0	3.38421	3.43158
5.0	3.98202	3.94644
4.0	4.00718	4.02074
3.0	3.66572	3.67694
5.0	3.66527	3.68699
3.0	2.10063	2.12128
3.0	3.1423	3.13905
4.0	3.7012	3.69308
4.0	3.9356	3.92266
5.0	3.83993	3.822
3.0	3.07467	3.08103
3.0	3.23787	3.23851
3.0	2.77604	2.79006
4.0	3.83704	3.81861
3.0	3.31665	3.2883
3.0	3.79632	3.68829
3.0	3.64904	3.63298
5.0	4.02421	4.05692
3.0	3.34198	3.33948
5.0	3.65297	3.63007
4.0	3.90805	3.89788
5.0	3.83924	3.82754
3.0	3.11545	3.13648
3.0	3.69884	3.66003
3.0	3.95756	3.90605
3.0	3.31341	3.35565
4.0	4.22693	4.23212
3.0	2.94041	2.92066
3.0	3.15963	3.1595
4.0	4.22981	4.21075
4.0	3.91949	3.93046
4.0	3.93613	3.96243
5.0	4.14212	4.13034
3.0	3.63723	3.60253
4.0	3.86463	3.87387
3.0	3.92135	3.92943
3.0	3.07399	3.09504
4.0	3.66423	3.6625
4.0	3.75715	3.70636
4.0	4.66219	4.65511
3.0	3.64275	3.59977
5.0	3.88968	3.86012
3.0	3.41617	3.43229
5.0	4.34779	4.32489
4.0	3.87705	3.87406
4.0	4.09104	4.08472
4.0	3.75068	3.76353
4.0	4.40183	4.4019
2.0	2.86449	2.84247
3.0	3.89358	3.89026
4.0	3.6836	3.6589
4.0	3.78354	3.77008
5.0	4.14254	4.07236
5.0	3.62712	3.62508
3.0	3.25173	3.25746
3.0	3.56165	3.57094
3.0	4.21318	4.17768
3.0	3.01033	3.02253
4.0	3.54962	3.56643
3.0	4.25789	4.24868
4.0	3.83143	3.80251
4.0	4.09799	4.10026
3.0	3.18071	3.19963
3.0	3.57487	3.5868
3.0	3.08529	3.06946
3.0	3.53567	3.52634
4.0	3.86562	3.84086
3.0	2.82368	2.85383
5.0	3.99647	3.97654
4.0	3.6723	3.66219
4.0	3.59866	3.5865
4.0	2.62526	2.63188
5.0	3.50917	3.49169
3.0	3.66645	3.64257
4.0	3.99332	3.95315
5.0	3.94849	3.94041
4.0	3.64108	3.63295
3.0	2.87817	2.91672
4.0	3.64472	3.65056
5.0	4.59883	4.59207
4.0	3.77485	3.75623
3.0	3.61523	3.6063
5.0	4.28482	4.30374
4.0	4.10243	4.08143
4.0	4.21674	4.23403
4.0	3.35298	3.343
4.0	3.80535	3.82442
3.0	3.07945	3.07601
4.0	2.93203	2.95492
3.0	3.85412	3.83123
4.0	3.47739	3.49066
4.0	3.55757	3.5337
4.0	3.44638	3.40554
4.0	3.8172	3.80768
4.0	3.52908	3.53074
4.0	3.58819	3.59135
4.0	3.62512	3.61111
4.0	4.02535	4.01788
5.0	4.73922	4.74903
4.0	2.74383	2.72802
4.0	3.95266	3.95489
5.0	4.50473	4.4851
4.0	3.96023	4.00993
4.0	4.04876	4.02523
4.0	3.23163	3.21533
4.0	4.09092	4.11677
2.0	2.75212	2.71183
3.0	3.57931	3.56251
3.0	3.31147	3.30302
4.0	3.4476	3.42492
4.0	3.96824	3.97631
4.0	3.87853	3.87113
3.0	2.88868	2.91027
4.0	3.59215	3.58547
4.0	3.63309	3.64092
4.0	3.72674	3.76761
3.0	2.89351	2.93873
4.0	4.2278	4.20521
3.0	3.28075	3.28399
5.0	3.72156	3.74597
3.0	3.42017	3.41924
5.0	4.00383	4.01143
4.0	3.79606	3.78903
3.0	3.14646	3.15598
5.0	4.10941	4.10614
3.0	3.44506	3.51523
3.0	3.4854	3.52013
4.0	3.40212	3.38416
3.0	3.48513	3.49063
5.0	3.54031	3.54053
3.0	3.19681	3.26021
2.0	3.20239	3.19507
5.0	3.91583	3.93654
3.0	3.23947	3.23953
3.0	3.09237	3.11225
3.0	3.64439	3.63464
2.0	3.43347	3.45625
5.0	3.82984	3.84431
4.0	3.6329	3.64116
5.0	4.46034	4.43746
4.0	3.41499	3.40278
3.0	3.84216	3.82512
4.0	3.76097	3.77016
3.0	3.67915	3.60981
4.0	4.0198	4.00183
4.0	3.69735	3.64395
2.0	3.08817	3.07465
4.0	3.43893	3.43155
4.0	3.63817	3.62131
4.0	4.00583	4.00398
5.0	4.09878	4.07693
4.0	3.47181	3.46429
2.0	2.32928	2.29524
4.0	3.83985	3.83816
3.0	2.171	2.13682
4.0	3.95913	3.89164
4.0	2.88507	2.8692
3.0	3.40393	3.37983
4.0	3.89028	3.9172
3.0	3.70232	3.71381
4.0	3.38144	3.38749
3.0	3.81455	3.79159
3.0	3.04588	3.03255
4.0	3.76	3.75513
3.0	4.28126	4.27219
2.0	2.61326	2.63333
4.0	3.50165	3.49592
4.0	3.81117	3.81156
4.0	3.84154	3.84466
3.0	3.79158	3.76569
4.0	2.95011	2.95688
4.0	4.33779	4.35838
3.0	3.61067	3.59924
4.0	4.24379	4.26101
3.0	3.72772	3.72068
3.0	3.63615	3.63435
3.0	3.96332	3.96955
3.0	3.45039	3.45129
3.0	4.04637	4.05999
3.0	2.89497	2.88222
3.0	2.61411	2.58899
4.0	3.51589	3.50857
5.0	3.35924	3.3317
3.0	2.94369	2.9565
4.0	3.48139	3.49615
3.0	3.72063	3.63194
4.0	3.81264	3.79367
4.0	4.00791	4.01328
3.0	4.06707	4.03718
4.0	3.87217	3.84679
3.0	3.24699	3.2449
3.0	3.63627	3.59231
3.0	2.91044	2.89808
4.0	3.82759	3.81773
4.0	3.61801	3.60348
5.0	4.18341	4.19976
4.0	3.81108	3.8136
3.0	3.41017	3.38522
5.0	3.8079	3.77219
4.0	3.70802	3.71146
5.0	3.81612	3.80596
1.0	2.61987	2.5789
5.0	3.57148	3.58648
4.0	3.98277	3.9795
4.0	3.55475	3.5234
4.0	3.68596	3.68579
4.0	3.66737	3.67082
4.0	3.68361	3.67177
3.0	3.44664	3.47687
3.0	3.10657	3.12926
3.0	3.31534	3.30744
2.0	3.00055	2.99944
4.0	3.98146	3.9863
3.0	3.79413	3.78941
4.0	3.95984	3.9508
3.0	3.02545	3.02462
2.0	3.0776	3.03543
5.0	3.91921	3.89946
4.0	3.83072	3.85408
4.0	4.66119	4.67778
3.0	3.88184	3.86228
5.0	4.25771	4.29581
5.0	3.75019	3.7613
4.0	3.61046	3.59767
4.0	3.69062	3.69211
4.0	4.12191	4.13483
3.0	2.87013	2.87324
3.0	3.76377	3.77333
4.0	3.7673	3.74698
4.0	3.9368	3.93758
3.0	3.64221	3.6273
4.0	4.1827	4.16398
5.0	4.37375	4.43485
4.0	4.03385	4.04705
4.0	3.55522	3.57385
4.0	3.97509	3.97422
4.0	3.60532	3.59727
5.0	3.76012	3.7247
4.0	3.87369	3.89859
5.0	4.26634	4.24684
4.0	3.65515	3.64161
4.0	3.97085	3.97116
3.0	3.39756	3.407
4.0	3.84732	3.83149
4.0	3.89592	3.91195
5.0	3.94794	3.95844
4.0	4.21048	4.24124
4.0	3.87593	3.88037
4.0	3.94029	3.96421
4.0	3.42179	3.4573
4.0	4.62943	4.62298
5.0	4.05346	3.98852
3.0	4.16307	4.17569
2.0	3.50591	3.4853
4.0	3.70738	3.69628
4.0	3.94132	3.93625
4.0	4.1859	4.20383
4.0	4.08306	4.07357
4.0	4.2598	4.21839
3.0	3.98694	4.01702
4.0	4.12404	4.13392
4.0	3.77544	3.76392
4.0	3.76783	3.77439
4.0	4.199	4.203
3.0	3.47984	3.47932
5.0	3.92559	3.93585
3.0	3.70346	3.70861
5.0	3.96229	3.91521
3.0	2.89229	2.90271
4.0	4.54372	4.52767
1.0	3.1518	3.10673
4.0	3.26011	3.25344
4.0	3.70114	3.70603
2.0	3.02128	3.02082
5.0	3.60415	3.5429
5.0	4.48972	4.46915
3.0	3.69034	3.66361
4.0	4.12181	4.12031
4.0	3.86546	3.84183
3.0	3.6347	3.62371
4.0	3.44782	3.43775
3.0	3.67506	3.67855
4.0	3.93945	3.97801
3.0	3.46913	3.50302
4.0	3.49141	3.46997
3.0	4.09475	4.11359
3.0	3.4115	3.41072
3.0	3.68484	3.71371
4.0	3.91711	3.92636
4.0	4.14715	4.20774
5.0	3.47497	3.50508
5.0	4.58411	4.59797
4.0	3.66178	3.66317
2.0	3.67719	3.70406
4.0	3.62649	3.67895
3.0	3.41799	3.41026
4.0	4.27535	4.31271
4.0	3.77003	3.75978
4.0	3.65518	3.67495
2.0	2.81319	2.82171
4.0	3.51582	3.49042
3.0	2.81595	2.8403
3.0	3.15399	3.14677
3.0	3.87419	3.87744
4.0	3.17518	3.14362
4.0	3.63894	3.63442
4.0	3.85205	3.88467
2.0	2.70273	2.64567
4.0	4.38546	4.40761
4.0	3.93142	3.9315
4.0	3.65901	3.65844
4.0	3.90244	3.90508
2.0	3.34037	3.34098
5.0	3.80872	3.78546
5.0	4.13999	4.12068
4.0	4.15135	4.16684
3.0	3.60931	3.59713
3.0	3.78429	3.74401
4.0	4.12352	4.15545
4.0	3.19216	3.20448
4.0	4.23178	4.24543
3.0	4.00465	4.01387
3.0	3.39612	3.39345
3.0	3.72663	3.70424
4.0	3.86881	3.86297
3.0	3.08804	3.10912
3.0	3.19033	3.15194
3.0	3.79638	3.7906
2.0	3.27046	3.26312
4.0	3.4982	3.50438
3.0	4.09192	4.09363
3.0	3.62063	3.58006
3.0	4.03527	4.06247
3.0	3.65862	3.63988
5.0	4.65502	4.67251
3.0	3.3349	3.3478
5.0	3.42494	3.39088
3.0	3.39005	3.40278
3.0	3.33038	3.30338
2.0	2.60625	2.62026
4.0	3.5689	3.56116
4.0	3.73785	3.69335
4.0	4.18533	4.18716
4.0	3.9514	3.9465
5.0	3.72906	3.75598
3.0	3.35295	3.33672
3.0	3.2758	3.24703
5.0	3.21059	3.1875
4.0	3.8299	3.82969
4.0	4.04619	4.06623
4.0	2.73499	2.73346
4.0	3.49393	3.47347
4.0	3.4176	3.43973
3.0	3.75096	3.76155
4.0	3.52484	3.49721
3.0	3.41945	3.39418
3.0	2.9061	2.90365
4.0	2.81365	2.80617
4.0	4.03532	4.01934
4.0	3.78598	3.75048
3.0	3.98427	3.96383
3.0	3.76432	3.72577
3.0	3.30095	3.26845
3.0	2.90736	2.90282
3.0	3.67638	3.65918
4.0	2.79818	2.80621
5.0	3.92137	3.85832
3.0	3.57493	3.56512
4.0	3.75113	3.73611
3.0	4.6679	4.6947
4.0	4.35348	4.36515
4.0	3.60151	3.65919
3.0	3.72957	3.7446
4.0	4.2188	4.25656
2.0	3.02899	3.01387
4.0	4.14281	4.15334
4.0	3.97304	3.97179
5.0	4.32306	4.35428
4.0	3.52207	3.52297
3.0	3.64531	3.67476
3.0	3.10215	3.02999
4.0	4.06301	4.05881
4.0	3.64968	3.65276
5.0	3.59625	3.59336
4.0	3.47625	3.46015
4.0	3.67123	3.68227
5.0	3.69024	3.72564
3.0	3.25401	3.25547
4.0	3.95816	3.95883
4.0	3.51185	3.4833
4.0	3.63158	3.64713
3.0	2.9342	2.93616
4.0	3.8277	3.84179
3.0	3.20269	3.09993
5.0	4.72731	4.7551
3.0	3.76141	3.73421
4.0	3.76949	3.77376
3.0	4.33742	4.33068
3.0	3.31503	3.33484
3.0	3.82974	3.83074
4.0	3.65962	3.6565
4.0	3.72157	3.73043
3.0	3.75819	3.73887
4.0	3.13163	3.22007
4.0	4.081	4.08755
3.0	3.84793	3.84633
2.0	3.73852	3.70823
4.0	3.6991	3.72189
4.0	3.69549	3.70505
4.0	3.7102	3.68924
4.0	3.95761	3.97011
3.0	3.1617	3.15077
4.0	3.60259	3.57242
3.0	3.12451	3.11758
3.0	3.75229	3.75234
4.0	4.05213	4.0411
3.0	3.06072	3.05914
3.0	3.26103	3.25841
4.0	4.21532	4.2216
4.0	4.24916	4.2568
3.0	3.34106	3.3543
2.0	2.66514	2.64818
4.0	4.0677	4.069
4.0	3.26893	3.21276
4.0	3.60005	3.57702
4.0	3.79189	3.80759
3.0	3.66747	3.67683
4.0	3.89129	3.85405
4.0	3.11012	3.14755
4.0	3.90506	3.90529
4.0	3.93083	3.9187
2.0	3.55007	3.55092
3.0	3.66079	3.56651
3.0	4.05267	4.05595
4.0	4.14109	4.19449
3.0	2.95927	2.93226
4.0	3.35713	3.34734
4.0	3.1381	3.13402
4.0	3.7252	3.7453
5.0	3.88192	3.89087
4.0	3.68637	3.69541
3.0	3.14336	3.16657
5.0	4.12677	4.13182
4.0	3.27063	3.28644
5.0	3.99144	3.9997
3.0	3.04209	3.03033
4.0	4.16282	4.16231
3.0	3.18903	3.15811
5.0	4.55675	4.55386
5.0	3.79172	3.82992
3.0	3.49126	3.50759
4.0	3.99129	3.98932
4.0	3.90972	3.88621
4.0	2.95518	2.94034
3.0	3.40189	3.42253
5.0	3.74489	3.62322
4.0	3.20998	3.21895
4.0	3.81358	3.81863
2.0	3.41121	3.40742
4.0	4.02658	4.01448
5.0	4.64895	4.65235
4.0	3.67077	3.7126
4.0	3.74195	3.75149
4.0	3.76157	3.71937
4.0	3.77687	3.737
4.0	3.43854	3.44409
3.0	3.07221	3.04706
5.0	4.00901	4.00219
4.0	3.87968	3.87395
4.0	4.02292	4.03124
5.0	3.80358	3.7976
5.0	3.94172	3.95208
4.0	3.29592	3.31423
3.0	3.60704	3.60229
5.0	3.69126	3.71429
3.0	3.6924	3.68068
5.0	3.85853	3.81199
4.0	3.61822	3.61522
4.0	4.00883	4.03308
4.0	3.48537	3.44322
3.0	3.62153	3.59867
3.0	3.26962	3.24214
4.0	3.82703	3.81622
3.0	2.80739	2.78801
4.0	3.76513	3.74216
3.0	3.54312	3.52712
4.0	4.16751	4.15825
3.0	3.6078	3.58569
4.0	2.95463	2.96804
4.0	4.21531	4.20991
3.0	3.51788	3.50847
4.0	3.86937	3.88045
3.0	3.28431	3.21023
3.0	3.51919	3.54183
5.0	4.22481	4.23617
4.0	3.78214	3.79206
3.0	4.0583	4.07699
4.0	3.61807	3.62223
3.0	3.11443	3.10217
5.0	4.04469	4.07075
5.0	3.72449	3.72727
4.0	3.43786	3.43206
2.0	2.96422	2.94666
3.0	2.88234	2.88894
5.0	3.38562	3.38637
5.0	2.98915	2.99488
4.0	3.43434	3.4287
3.0	2.67851	2.67705
4.0	3.72733	3.7644
4.0	4.16882	4.13541
3.0	4.03508	4.04215
4.0	3.80177	3.78756
1.0	2.76451	2.75358
3.0	3.51694	3.51048
3.0	2.80596	2.78521
3.0	3.24962	3.25863
3.0	3.31236	3.34658
4.0	3.67403	3.70245
2.0	2.71031	2.73657
4.0	4.00627	4.04712
4.0	3.69595	3.6996
5.0	3.2626	3.25203
4.0	3.64512	3.64747
2.0	2.7449	2.77823
4.0	3.86408	3.83881
4.0	3.55094	3.5467
4.0	3.93474	3.90852
4.0	3.59609	3.56478
4.0	3.72616	3.73292
4.0	4.00028	3.98081
3.0	3.77324	3.77664
4.0	3.58861	3.55082
3.0	3.33261	3.34508
4.0	4.00445	3.9574
5.0	3.65604	3.67317
4.0	4.04247	4.04793
